loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa)
2020-03-01 09:47:42.407 +0100,17737.918582875,0.3413543701171875,0.8271942138671875,-0.46038818359375,17737.913558875,-2.067637229931448,0.6704551932295781,-0.977109326470634,0.02041607536375523,-0.006020285654813051,-0.02197520807385445,-0.003580868244171143,-0.006676852703094482,-0.01859080791473389,XArbitraryZVertical,-0.0228845351116316,-0.529445183173493,0.7954876489137941,-0.2938769637857226,0.3475922048091888,0.8288837075233459,-0.4383282065391541,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.427 +0100,17737.938678875,0.339141845703125,0.8294525146484375,-0.4643402099609375,17737.933654875,-2.06856180668202,0.6695893119781869,-0.9770588276808804,0.004042696207761765,-0.006181376054883003,-0.01157150231301785,-0.01169577240943909,0.001240015029907227,-0.0231858491897583,XArbitraryZVertical,-0.02279897932436817,-0.5292913495088496,0.795639201802121,-0.2937502605494613,0.3472384810447693,0.8288554549217224,-0.4386617541313171,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.448 +0100,17737.958774875,0.34527587890625,0.84344482421875,-0.4561309814453125,17737.953750875,-2.068347079991219,0.6696030420403584,-0.9773536505609308,-0.03795828297734261,-0.01465875096619129,-0.004454203881323338,-0.004882007837295532,0.008185744285583496,-0.02168858051300049,XArbitraryZVertical,-0.02266521854355044,-0.5293898381598423,0.7955732076527997,-0.2937619023360958,0.3470928072929382,0.8290203809738159,-0.4384653866291046,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.477 +0100,17737.978869875,0.3461761474609375,0.8444671630859375,-0.44049072265625,17737.973845875,-2.067472164003895,0.6698213557440997,-0.9783282399953558,-0.06550929695367813,-0.03084452822804451,-0.01691147312521935,-0.0002644956111907959,0.0137903094291687,-0.01272398233413696,XArbitraryZVertical,-0.02224794621472426,-0.5297424107947513,0.795328796656587,-0.293820061484335,0.3466867506504059,0.8295649886131287,-0.4377560019493103,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.493 +0100,17737.998965875,0.3512420654296875,0.838775634765625,-0.433074951171875,17737.993941875,-2.066814452374714,0.6697510683949217,-0.9796228910467026,-0.06168071553111076,-0.03526452928781509,-0.03580696880817413,0.002035528421401978,0.01225924491882324,0.002342343330383301,XArbitraryZVertical,-0.02168365086067475,-0.5301516794807131,0.79508208943235,-0.2937917812520917,0.3459889888763428,0.8302872776985168,-0.4369380176067352,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.517 +0100,17738.019061875,0.353179931640625,0.823516845703125,-0.4232635498046875,17738.014037875,-2.066656465608612,0.6689987921298972,-0.9810929097463124,-0.0629618838429451,-0.04720097035169601,-0.04131438583135605,0.004235625267028809,-0.000598609447479248,0.01110482215881348,XArbitraryZVertical,-0.02093155284769188,-0.5305108274086062,0.7948951815865358,-0.2937037523217016,0.3449028134346008,0.831105649471283,-0.4362402558326721,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.528 +0100,17738.039156875,0.35107421875,0.8195037841796875,-0.4232635498046875,17738.034132875,-2.066629279216166,0.6678774400735438,-0.982503197834158,-0.04951689764857292,-0.06599026173353195,-0.04075269028544426,0.009189784526824951,-0.01209408044815063,0.01423245668411255,XArbitraryZVertical,-0.02008430083296181,-0.5307952698651415,0.7947373558585048,-0.2936759891706166,0.3436871469020844,0.8318890929222107,-0.4357060194015503,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.548 +0100,17738.0592535,0.34197998046875,0.8277130126953125,-0.426666259765625,17738.0542295,-2.066989753311885,0.6662087354085638,-0.9833780204740705,-0.003838966600596905,-0.06801580637693405,-0.02822910994291306,0.00342443585395813,-0.009359896183013916,0.009563863277435303,XArbitraryZVertical,-0.01927224681487566,-0.5308250344722873,0.7947038373893351,-0.2937675557571665,0.3425098061561584,0.8323742747306824,-0.4357067346572876,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.568 +0100,17738.0793495,0.327239990234375,0.824676513671875,-0.4343414306640625,17738.0743255,-2.06808566623921,0.6640433585111533,-0.98336357144514,0.0361754298210144,-0.05643053725361824,-0.02134114131331444,-0.008150815963745117,-0.00480496883392334,0.004240870475769043,XArbitraryZVertical,-0.0187065950467486,-0.5304919321043933,0.7948870739131644,-0.2939098518256644,0.3415728807449341,0.8323662281036377,-0.4364567399024963,604745260.3653774,0,-9.52,99.10169
2020-03-01 09:47:42.588 +0100,17738.0994445,0.326019287109375,0.8198699951171875,-0.4369049072265625,17738.0944215,-2.069254954780777,0.6621075950668074,-0.9830883542169851,0.01892664656043053,-0.04630071297287941,-0.01389564294368029,-0.01664716005325317,-0.008497834205627441,0.001068770885467529,XArbitraryZVertical,-0.01832397180776313,-0.5301088003947596,0.7951094675347818,-0.2940236448109053,0.3408681750297546,0.8322136998176575,-0.4372977912425995,604745260.3653774,0,-9.52,99.10169
