Workout date, 2020-03-09 11:18:28 
Duration, 86
Calories burned, 0
Mean heart rate, 114.90
Maximum heart rate, 119
Notes, Climbing

Time (seconds), Rate (beats per minute)
     9.7, 91
    14.7, 108
    19.7, 109
    20.7, 109
    25.7, 115
    34.7, 117
    35.7, 117
    42.7, 118
    45.7, 117
    50.7, 119
