loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa)
2020-03-09 10:24:45.940 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.04056025,0.0322265625,-0.403472900390625,-0.934906005859375,41050.03553625,-0.0373884899385938,0.05671242160494808,0.4302936114582969,-0.07234612852334976,0.03117563761770725,0.08986261487007141,0.01084714755415916,0.006039261817932129,0.01841950416564941,XArbitraryZVertical,0.2138855175623809,0.02370469471334023,-0.01220292230912303,0.9764948208567081,0.05151508003473282,-0.4171376526355743,-0.9073821306228638,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.942 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.05563325001,0.0776214599609375,-0.427764892578125,-0.93548583984375,41050.05060925,-0.03611241005020865,0.05645952410745144,0.4296965423222291,-0.01161269564181566,0.03606155887246132,0.0671621635556221,0.001617390662431717,-0.00156828761100769,-0.03414493799209595,XArbitraryZVertical,0.2135774206355142,0.02372474121779825,-0.01161630128080365,0.9765689108102309,0.05129965022206306,-0.4165949523448944,-0.9076436161994934,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.945 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.07070625,0.0706024169921875,-0.42083740234375,-0.9197998046875,41050.06568225,-0.03528917258045126,0.05681370445702718,0.4291961377558449,-0.06457625329494476,0.04864220321178436,0.02635238133370876,0.02598807215690613,-0.01162099838256836,-0.0276532769203186,XArbitraryZVertical,0.2133253182295978,0.0239914176365179,-0.01118438782770948,0.9766225750124338,0.05163294449448586,-0.4161399900913239,-0.907833456993103,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.946 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.08578025,0.0449371337890625,-0.4307861328125,-0.9252166748046875,41050.08075525,-0.0348485025733262,0.05715350414704033,0.4284968206152093,0.01107464078813791,0.007847781293094158,0.02733062766492367,0.006513185799121857,-0.0111735463142395,-0.01326620578765869,XArbitraryZVertical,0.2129804857466309,0.0242124256538806,-0.01094401637561031,0.9766950110589879,0.05195803567767143,-0.415503978729248,-0.9081061482429504,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.947 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.10085325001,0.052337646484375,-0.4351959228515625,-0.9116058349609375,41050.09582825,-0.03525010492556605,0.05749199596440271,0.429282378658507,0.05471239611506462,0.01920562982559204,-0.05840584635734558,-0.007309973239898682,-0.01456373929977417,-0.01745522022247314,XArbitraryZVertical,0.2133707391123753,0.02432579562499554,-0.01109158919051207,0.9766053844161869,0.05224664881825447,-0.4162184000015259,-0.907762348651886,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.948 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.11592625,0.069122314453125,-0.4330902099609375,-0.8997650146484375,41050.11090225,-0.03583791400049931,0.05838046421050739,0.429590080877538,-0.01472382061183453,0.045828927308321,0.01272485312074423,0.01120860874652863,-0.01796126365661621,0.002694785594940186,XArbitraryZVertical,0.2135331296858532,0.02469327298081481,-0.01127885298200388,0.9765585068176027,0.05304566770792007,-0.4164981544017792,-0.9075877070426941,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.952 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.13099925,0.06170654296875,-0.4124755859375,-0.8969268798828125,41050.12597525,-0.03554860944860862,0.05902196350023331,0.4291042916356518,-0.03245562314987183,0.06565706431865692,-0.01068682875484228,0.01548202335834503,-0.01702967286109924,0.007989406585693359,XArbitraryZVertical,0.2132959553192784,0.02504313268134955,-0.0110770220566465,0.976603783061375,0.05363980308175087,-0.4160564541816711,-0.9077553749084473,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.967 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.14607225001,0.0624237060546875,-0.4152069091796875,-0.8896636962890625,41050.14104825,-0.03591424589528015,0.06023069330812671,0.4288040461185151,-0.003264390863478184,0.05567196384072304,-0.01029104925692081,0.005405120551586151,0.001389414072036743,0.01608991622924805,XArbitraryZVertical,0.2131607260138179,0.02559795239032528,-0.01113163887508559,0.9766182672470841,0.05474451184272766,-0.4157834351062775,-0.9078145027160645,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:45.982 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.16114625,0.0567779541015625,-0.414794921875,-0.9004364013671875,41050.15612125,-0.03579070500591327,0.0608145788974028,0.4286743842341983,-0.009967034682631493,0.02342028915882111,0.02219871804118156,0.007145348936319351,0.0004627704620361328,0.01817154884338379,XArbitraryZVertical,0.2130990593328135,0.02589778675163946,-0.01101125430673254,0.9766252200131917,0.05527783930301666,-0.4156655073165894,-0.9078361988067627,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
2020-03-09 10:24:46.001 +0100,1583745884.999311,52.56389921746297,13.4102061601189,47.27488,0,222.8503668312302,7.155388390803227,16.88660630311029,-9999,41050.17621925,0.04608154296875,-0.40850830078125,-0.9073486328125,41050.17119425,-0.03553587707079249,0.06100886573251676,0.4288557016241607,0.0266275592148304,0.02451740764081478,-0.001872898079454899,-0.003310859203338623,0.005144268274307251,0.0017891526222229,XArbitraryZVertical,0.2131853294523204,0.02601764954903942,-0.01086307379103634,0.9766048772200572,0.05544962361454964,-0.4158304035663605,-0.9077501893043518,41026.18377175,unknown,2,2020-03-09 10:24:22.004 +0100,605438685.2857699,0,44260.9,100.3639
