loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa)
2020-03-11 15:31:46.570 +0100,67379.91287304167,0.03765869140625,-0.4680938720703125,-0.88311767578125,67379.90784804166,-0.6859532285917913,-0.03067015749974354,0.3961649705342603,-0.1112417131662369,-0.1921220123767853,-0.1677799373865128,0.1506503969430923,-0.01609507203102112,-0.006200313568115234,XArbitraryZVertical,0.1802504074852655,-0.08032995619906036,-0.3325190344654108,0.9222190311069973,-0.02829024568200111,-0.3858831822872162,-0.9221137762069702,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.583 +0100,67379.92292204167,0.0550689697265625,-0.4216766357421875,-0.916290283203125,67379.91789804168,-0.6875944647989901,-0.03176842944855501,0.3947245316359424,-0.1509515792131424,-0.2070945799350739,-0.1159577518701553,0.06697919219732285,-0.08354073762893677,0.03951919078826904,XArbitraryZVertical,0.1793358554327996,-0.08074823058814685,-0.3334117392503914,0.9220384319019543,-0.02932058461010456,-0.3845539093017578,-0.9226367473602295,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.584 +0100,67379.93297204167,-0.0162506103515625,-0.3922576904296875,-0.9091796875,67379.92794704167,-0.68858486105996,-0.03386589690940493,0.3930902625601383,-0.1159144416451454,-0.2546968758106232,-0.06317932903766632,0.0863458439707756,-0.03863263130187988,0.006909966468811035,XArbitraryZVertical,0.1781904971243111,-0.08153589931408232,-0.3340973384944468,0.9219429724506427,-0.03127695620059967,-0.3830448091030121,-0.9232000708580017,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.585 +0100,67379.94302204167,-0.0416107177734375,-0.393341064453125,-0.90008544921875,67379.93799704168,-0.6891224081809144,-0.03562686957511059,0.3922917315942731,-0.01227939501404762,-0.1482063829898834,-0.0299859531223774,0.01666281372308731,-0.009951472282409668,0.01426941156387329,XArbitraryZVertical,0.1775051348085095,-0.08226449267019587,-0.3345216109308137,0.9218565911726612,-0.03291352093219757,-0.3823070526123047,-0.9234489798545837,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.586 +0100,67379.95307104167,-0.02569580078125,-0.432220458984375,-0.899810791015625,67379.94804604167,-0.689271670629782,-0.03680428647259152,0.392122494447578,-6.817281246185303e-07,-0.1071349829435349,0.005243707448244095,-0.007607661187648773,-0.01119121909141541,0.02338892221450806,XArbitraryZVertical,0.1772237806702131,-0.08279266295267336,-0.3346989754395893,0.9217990708089872,-0.03400316461920738,-0.3821506798267365,-0.9234741926193237,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.588 +0100,67379.96312104167,-0.03509521484375,-0.43035888671875,-0.9001922607421875,67379.95809604166,-0.6890419969049313,-0.0375749881046712,0.3920528880627498,0.01497933268547058,-0.04421034082770348,0.04267443716526031,0.00901997834444046,-0.05013486742973328,0.02366364002227783,XArbitraryZVertical,0.1770721759217686,-0.08311613659941072,-0.3346630865041105,0.9218120806100164,-0.03471587598323822,-0.3820863366127014,-0.9234743118286133,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.598 +0100,67379.97317004167,-0.022552490234375,-0.4395751953125,-0.9066009521484375,67379.96814504167,-0.6882883281174372,-0.03813220379989118,0.3922795666844033,0.04680410772562027,-0.01313391514122486,0.09262628108263016,0.0001318380236625671,-0.04806384444236755,0.02317613363265991,XArbitraryZVertical,0.1771151046882128,-0.08334336063219819,-0.3343595638535602,0.921893472945458,-0.03522714227437973,-0.3822958171367645,-0.9233682751655579,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.609 +0100,67379.98322004167,-0.036712646484375,-0.425750732421875,-0.905853271484375,67379.97819504167,-0.6869921448683574,-0.03888816259036799,0.3923873659390953,0.09979142248630524,0.05401316657662392,0.1008690297603607,0.01337096840143204,-0.05718061327934265,0.01669937372207642,XArbitraryZVertical,0.1770927470061861,-0.08359469157109814,-0.3338263868719775,0.9220682489563038,-0.0359235592186451,-0.3823954164981842,-0.9233001470565796,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.618 +0100,67379.99326904168,-0.015960693359375,-0.4264373779296875,-0.914459228515625,67379.98824504168,-0.6858827981108402,-0.03814023429072658,0.3937841854817288,0.1636296063661575,0.07714100182056427,0.1265542209148407,-0.001500159502029419,-0.04206588864326477,0.01693904399871826,XArbitraryZVertical,0.1779095587467677,-0.08337938917166071,-0.3332150713830559,0.9221516149292953,-0.03521258383989334,-0.3836857080459595,-0.9227921366691589,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
2020-03-11 15:31:46.628 +0100,67380.00331904167,-0.0186614990234375,-0.4238128662109375,-0.901458740234375,67379.99829404167,-0.6844932290768859,-0.03769279714478466,0.3958498065088067,0.1762620359659195,0.07366663962602615,0.1304078102111816,0.01880895346403122,-0.0408458411693573,0.007554769515991211,XArbitraryZVertical,0.1789969727634481,-0.08338563284613829,-0.3324844827598337,0.9222043120152916,-0.03476974740624428,-0.3855924308300018,-0.9220138192176819,67309.31350925,walking,2,2020-03-11 15:30:35.938 +0100,605629905.091099,0,44253.69,100.145
